	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4	D1	D2	D3	D4
NEDD8	2.6230046	2.66241275	2.50875384	2.62589473	2.41651603	2.46925773	2.3479109	2.38941837	2.27687571	2.33932724	2.36252459	2.269671	2.45351961	2.4446335	2.44796673	2.42680613
PES1	1.61632968	1.63925123	1.64045391	1.57890043	0.7890787	0.78133999	0.8097706	0.78880033	1.4548188	1.4349304	1.4030058	1.42906138	0.98844961	1.04319439	1.024565	0.99345896
MTCBP-1	0.51775028	0.50504633	0.4913287	0.4954909	0.29298493	0.30171051	0.31072119	0.2918479	0.5173681	0.51730628	0.50517479	0.53034347	0.33771413	0.33208922	0.34165524	0.35371789
NKG7	0.00184905	0.00127195	0.00184143	0.0016645	0.00667549	0.00659762	0.0055697	0.00651996	0.00214945	0.00270539	0.00253412	0.00255044	0.00318946	0.0047633	0.00558104	0.00533326
RAD21	2.93784243	2.895646	2.90243545	2.9008835	1.81028883	1.7710514	1.74860498	1.71471295	2.49542897	2.45463119	2.55783928	2.44827415	1.7684197	1.81466016	1.80694944	1.83050261
RNUT1	0.21222689	0.21905751	0.20339718	0.20568407	0.1987858	0.19517294	0.19487501	0.19777881	0.17171888	0.17491919	0.1798272	0.18002959	0.18487477	0.18296639	0.18873224	0.17746446
RNASE6	0.4093247	0.41768594	0.4074115	0.39555627	0.07345313	0.06121159	0.07145302	0.07122168	0.30876205	0.3268152	0.33734809	0.33706692	0.15835187	0.15395121	0.15093841	0.15101856
PDIA2	0.07875636	0.07940963	0.07955452	0.08000179	0.52034727	0.49890233	0.51527008	0.48527893	0.15903377	0.14845152	0.15952433	0.14973332	0.34669856	0.35968087	0.36500093	0.37030151
NURIT	0.00049585	0.00049585	0.00049585	0.00049585	0.00049016	0.00049016	0.00049016	0.00049016	0.00038402	0.00038402	0.00038402	0.00038402	0.00039752	0.00039752	0.00039752	0.00039752
PPARD	0.65863351	0.64854213	0.64811106	0.63417758	0.74696915	0.76443001	0.74714849	0.72794817	0.57581571	0.55989483	0.58712856	0.58040622	0.5799522	0.59002624	0.62679396	0.63697147
MPP4	0.01666777	0.02056888	0.01841952	0.01809689	0.01574199	0.01548228	0.01545424	0.01709345	0.01489864	0.01511935	0.01137937	0.01184177	0.01517055	0.01555359	0.01504279	0.01410038
RPP38	0.33138321	0.33900991	0.35608552	0.34432632	0.24673379	0.24356559	0.26514224	0.25731988	0.32533333	0.31574344	0.31759548	0.31330059	0.25000924	0.26204004	0.26997286	0.24954422
NONO	2.24609698	2.16668095	2.26438719	2.14704909	0.61512723	0.60267692	0.5949672	0.59464535	1.92638356	2.12342161	2.17621012	2.29034506	1.15666829	1.13910488	1.23167673	1.2197292
UBC	8.60484336	8.67381673	8.50662195	8.53142237	11.56200819	11.66885528	11.69283149	11.63154322	8.35894731	8.29615257	8.63896684	8.77101022	8.7499788	8.53346108	9.06573023	9.11692674
PREI3	0.36331573	0.36366503	0.36046887	0.35231408	0.57585467	0.66677228	0.58258658	0.60185854	0.33621723	0.34470501	0.3598377	0.35469799	0.4973912	0.51437406	0.54064361	0.52413302
18S	51236.38823	51751.80531	52614.66866	48942.74846	50460.32962	53955.40953	49652.90237	53180.8649	49261.54139	48540.94416	48263.41031	48896.2424	48701.91362	49865.8769	50967.87663	48063.60296
HPRT1	1.41114382	1.41879225	1.34432914	1.35411679	1.19648742	1.25109387	1.14300402	1.15649148	1.28901681	1.30113745	1.26437668	1.23246139	1.04122251	1.02091197	1.01013135	1.04578927
HIF1A	3.11517755	3.07307094	3.06996471	3.02247166	1.47403257	1.43849112	1.4600656	1.4346707	2.26519787	2.21938539	2.32198568	2.34097695	1.6778132	1.58882044	1.66474524	1.64725987
GBAS	0.9085728	0.91058299	0.88991646	0.91348097	0.77314947	0.7675808	0.77652577	0.80820505	0.73446482	0.80158395	0.77491395	0.82853934	0.76023305	0.73251544	0.76560211	0.8079666
INPPL1	0.70392971	0.71197861	0.71811731	0.71209075	0.15176157	0.1451597	0.15030854	0.14262727	0.54623663	0.53292979	0.55852118	0.5579504	0.25166353	0.26276966	0.27304208	0.2476378
GFAP	0.21243662	0.20951351	0.21350487	0.21267802	46.30445178	45.86344109	42.31093957	45.60878706	9.77439805	9.79699101	10.21901039	9.73429217	33.15519693	34.40310011	34.04682398	32.42942253
GFPT1	1.12670417	1.11232672	1.19488946	1.20890038	0.57036705	0.58202993	0.56128017	0.53828482	1.13820646	1.14681129	1.10740285	1.10668726	0.75662547	0.80308585	0.78178541	0.77252892
GLP1R	0.00188889	0.00264613	0.00206491	0.00194767	0.00230889	0.00201531	0.00177373	0.00170243	0.00261424	0.00163354	0.00204464	0.00239779	0.00202251	0.00197298	0.00233948	0.00186354
GYS1	0.67845146	0.67484119	0.6985765	0.68653083	0.24771604	0.24596614	0.25806357	0.25083176	0.43785846	0.44050486	0.46415083	0.4505908	0.32112023	0.32000959	0.3170455	0.33347827
HSD17B2	0.17652013	0.17433043	0.18026929	0.16737268	0.00047418	0.00108529	0.00128729	0.00067019	0.1136839	0.1249341	0.11642292	0.11443279	0.0490043	0.04647726	0.04526087	0.04246977
ITIH2	1.62186523	1.5855635	1.58972888	1.54908891	0.02550554	0.02258358	0.02147746	0.0216501	1.08483372	1.12730991	1.14509179	1.0991779	0.42632401	0.40821902	0.41901873	0.40720913
ITIH3	0.22717922	0.23424081	0.22552396	0.23218613	0.0023769	0.00181936	0.0027146	0.00216651	0.16514751	0.17017241	0.15581148	0.15447339	0.06342895	0.07273545	0.06794025	0.06661028
KCNJ3	0.01330642	0.01387935	0.01494036	0.01542937	0.79627829	0.7931646	0.81540283	0.82559171	0.15399244	0.15575722	0.1606781	0.15914104	0.55226787	0.54703913	0.56668846	0.54135146
KCNS3	0.01909301	0.01700502	0.01793335	0.01832872	0.01757329	0.01984207	0.01721353	0.01735557	0.01534894	0.01786733	0.01797217	0.0183316	0.01759646	0.01716125	0.01677875	0.01790656
KIF3C	0.18876871	0.18486116	0.18091669	0.18414042	2.69443045	2.68633757	2.63179892	2.57866809	0.57671914	0.60506557	0.63120097	0.62399417	1.62812246	1.71993489	1.79790947	1.77371778
LIFR	0.00576789	0.0058648	0.00841563	0.00989608	0.00141821	0.0012878	0.00138642	0.00047418	0.00407061	0.00574798	0.00549842	0.00431764	0.00040299	0.00133126	0.00170189	0.00278168
LOXL2	1.77732842	1.8213918	1.79874189	1.7805661	0.04577905	0.04211197	0.04201923	0.04390293	1.29487402	1.25446844	1.27902501	1.28248087	0.49084846	0.49873427	0.53333339	0.51121194
LUM	0.86177901	0.84655859	0.90403007	0.87228553	0.01114455	0.01203559	0.01200308	0.01172684	0.67232951	0.6860936	0.66168255	0.67864566	0.24210612	0.25316505	0.26042742	0.24606117
FURIN	0.02275741	0.02121325	0.01964583	0.01979973	0.00047418	0.00047418	0.00047418	0.00047418	0.01479032	0.01382052	0.01307274	0.01295392	0.00589146	0.00654573	0.00486098	0.00607378
HGD	0.24770367	0.24681013	0.23743774	0.23803205	0.00340569	0.00450323	0.00399514	0.00299311	0.16580244	0.16911348	0.17763836	0.177985	0.07231034	0.05819379	0.06845923	0.07139346
ICAM1	0.39252996	0.38304684	0.40281701	0.40641534	0.04467942	0.04539034	0.04400368	0.0426519	0.29076909	0.29984515	0.29315766	0.30944014	0.13880911	0.14899818	0.14414777	0.14192526
G6PD	1.74272048	1.82320484	1.78444916	1.79217715	0.48225858	0.47891484	0.47445614	0.47875183	1.36518072	1.33098516	1.40660898	1.35735992	0.79062719	0.81420825	0.80463866	0.81522428
IL4R	0.19219156	0.20175846	0.20343405	0.20258784	0.09371078	0.09325996	0.0960657	0.09618707	0.14263729	0.15184556	0.15062797	0.1540309	0.10295842	0.10711712	0.10838981	0.11813489
IGFBP2	0.96611579	1.05683804	1.03243324	1.07777413	0.04792009	0.04723537	0.05213557	0.04937264	0.67270104	0.70494996	0.7043827	0.71347382	0.2659179	0.27358517	0.27727329	0.29186303
GABRA1	0.00363366	0.00401836	0.00419405	0.00343413	1.14717294	1.20622651	1.11640478	1.16985614	0.14172542	0.15900658	0.15029341	0.14532258	0.54795065	0.58064395	0.52421291	0.52463765
GRM1	0.00286009	0.0038054	0.00419713	0.00316714	0.48574727	0.49386972	0.5157503	0.48484662	0.10003593	0.1122561	0.09784738	0.10344898	0.36527794	0.37262874	0.36361503	0.35649257
GRM3	0.00184603	0.00169755	0.00114283	0.00179769	0.4088892	0.42291967	0.42871764	0.40003145	0.0708673	0.06895451	0.07137543	0.07101321	0.25246563	0.24859307	0.25938253	0.25982071
GSTP1	11.66712475	11.66655867	11.86759194	11.64729409	3.45296918	3.65384997	3.55789708	3.51711461	9.26482347	9.69610342	9.52093016	9.7414992	5.83404166	5.75868748	5.77541833	5.74972079
IL1R1	0.06886305	0.07603884	0.07131545	0.0709501	0.03645459	0.03739638	0.03407571	0.03726523	0.0525929	0.05627118	0.0561342	0.05709307	0.04065888	0.04676981	0.04269476	0.04570348
ITGB7	7.54703467	7.52633237	7.68370362	7.42628283	0.00734662	0.00781469	0.00968287	0.00716633	4.95444332	5.13855164	5.30699911	5.67789082	1.88196216	1.93355764	1.87964903	2.08443439
JAK3	0.13561003	0.13458834	0.12897057	0.12756041	0.15193003	0.14452879	0.14764413	0.16888654	0.14534506	0.15552753	0.14948115	0.15199097	0.16249373	0.15776461	0.16816873	0.15795442
HOXD13	0.02977663	0.03323489	0.03412973	0.03192186	0.00047418	0.00047418	0.00047418	0.00047418	0.02154781	0.02245513	0.02316304	0.02093047	0.0074763	0.00966509	0.00988322	0.00863794
IGF2	10.11615815	10.2622241	10.61990173	10.4976012	0.08187771	0.08431036	0.08630058	0.08295579	7.77178471	7.60291645	7.85016075	7.48606703	2.99389926	3.00907334	2.78695073	2.83299591
INSL4	0.00976082	0.00903237	0.012089	0.01147021	0.00047418	0.00047418	0.00047418	0.00047418	0.00339183	0.003672	0.0030223	0.00331528	0.00095027	0.00120161	0.00123288	0.00160479
POLR2A	0.98655869	0.99428433	1.01938995	1.00006016	0.97943266	0.97229524	1.00749822	1.04227655	0.95671608	1.0028145	1.00078184	0.99641436	1.05218711	0.99470938	0.98810617	0.96695709
GRLF1	0.5921968	0.5965953	0.62801484	0.57232146	0.92570642	0.92959845	0.89081821	0.91117603	0.55653277	0.57417493	0.62315801	0.57398995	0.78657853	0.77605063	0.78397398	0.75071973
LPL	0.0511122	0.047019	0.03875282	0.0454424	0.3578011	0.34700412	0.35047337	0.37060896	0.10950848	0.11173694	0.10907222	0.11550459	0.26154045	0.27013221	0.27459485	0.27395393
GP1BA	0.00049723	0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418	0.00047418	0.0003645	0.0003645	0.0003645	0.0003645	0.00040299	0.00040299	0.00040299	0.00040299
KIT	0.06070111	0.06001988	0.06217095	0.06882985	0.60842002	0.58497871	0.58575452	0.59448444	0.15954106	0.16252855	0.15952437	0.15378827	0.39329401	0.40036028	0.3942754	0.37827636
IL6	0.00728343	0.00749243	0.00779017	0.00894481	0.00308305	0.00306985	0.00324718	0.00322441	0.00668048	0.00714832	0.00761316	0.00770899	0.00437007	0.00391729	0.00507159	0.0046919
IL13	0.00049723	0.00061192	0.00049723	0.00049723	0.00047418	0.00093072	0.00080837	0.00117464	0.0003645	0.0003645	0.0003645	0.00043566	0.00064694	0.00040299	0.00051399	0.00123977
IL18R1	0.00192195	0.00313081	0.00258629	0.00262691	0.00514251	0.00539377	0.00397515	0.00576442	0.00215157	0.00275267	0.00327559	0.00257017	0.00415366	0.00424743	0.00533774	0.00419824
KDR	0.01489644	0.01592677	0.01641763	0.01923485	0.10206895	0.09459054	0.09371344	0.09151099	0.03177091	0.03400977	0.03419726	0.03306553	0.06382181	0.07258076	0.07027336	0.07401008
IGFBP5	0.72696883	0.73994286	0.75344008	0.78220692	0.2799597	0.27749511	0.2863834	0.27403606	0.58532613	0.58831824	0.60371871	0.60299993	0.37960635	0.39274451	0.39312248	0.40867064
GABRA6	0.0032231	0.0032527	0.00336473	0.00373932	0.85288571	0.88190271	0.8652126	0.88316702	0.16490314	0.16556596	0.16979113	0.1642672	0.56968129	0.57975731	0.61388548	0.60144028
GABRD	0.00855542	0.0075547	0.00679584	0.00865854	1.22986304	1.25731347	1.2493615	1.24539631	0.24313994	0.25001655	0.24298247	0.23578257	0.7498575	0.76013193	0.77622587	0.76504785
GRIA2	0.00638798	0.00687114	0.00634439	0.00599629	1.59624719	1.64602271	1.66993573	1.62337502	0.29989798	0.29514444	0.30182983	0.30020989	0.94632923	0.99478654	1.01466435	1.02846132
IGF2R	0.31341352	0.31484778	0.33192683	0.34916204	0.08359844	0.08233868	0.09049529	0.08974874	0.24693495	0.27967537	0.29897194	0.29555464	0.14838108	0.14967657	0.15549608	0.16172067
HBEGF	0.07122843	0.07915983	0.07847249	0.06926733	0.20312943	0.19112176	0.20606453	0.2002734	0.08799566	0.08423164	0.09022229	0.09156798	0.15374015	0.15133047	0.1658837	0.14598224
GSTT1	0.05619714	0.06240622	0.05817699	0.05539625	0.05403609	0.05837237	0.05454679	0.05303065	0.05035976	0.04965991	0.04739071	0.043828	0.04352063	0.04670175	0.04515281	0.04500455
LGI1	0.01345023	0.01213154	0.0115203	0.00952801	0.64965929	0.64793119	0.64800996	0.66733599	0.1186733	0.11115075	0.11796641	0.11026214	0.37296745	0.37068602	0.37719955	0.38154307
KCNK5	0.12201693	0.12479712	0.11463415	0.1215258	0.00150415	0.00106681	0.0007428	0.00057273	0.0830065	0.08640817	0.08388455	0.08407976	0.03257472	0.03187852	0.03293718	0.03167021
KYNU	0.73816719	0.71468028	0.71568418	0.69547837	0.00758183	0.00723453	0.00829377	0.00878192	0.47229298	0.47783981	0.49511253	0.46866579	0.16989344	0.16987587	0.17225521	0.17400567
HABP2	0.00049723	0.00112868	0.00079929	0.00092555	0.0143357	0.01523107	0.01724048	0.01621198	0.00254233	0.00334895	0.00356947	0.00231153	0.00921736	0.00931482	0.01202074	0.00839045
HADH2	1.24435572	1.20874306	1.2148627	1.26075301	0.27739817	0.29863657	0.27934287	0.27454443	0.97408556	0.9792033	1.03243064	1.1113712	0.59135835	0.56573453	0.60179501	0.59201344
KCNC3	0.00711804	0.00735052	0.00857727	0.00741078	0.00225347	0.00239164	0.00278603	0.00234019	0.00617969	0.0071291	0.00657878	0.0057856	0.00366589	0.00430203	0.00366583	0.00317873
GOLGA5	0.62658475	0.6258819	0.64695512	0.6251726	0.50315459	0.52782111	0.53578451	0.52058174	0.6276245	0.62520007	0.62364516	0.62551362	0.54688076	0.56190062	0.55393124	0.54204715
GIF	0.00049723	0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418	0.00047418	0.0003645	0.0003645	0.0003645	0.0003645	0.00040299	0.00040299	0.00040299	0.00040299
GRPR	0.02736298	0.02568889	0.02817691	0.02854326	0.010983	0.01116346	0.0097686	0.01133463	0.02193951	0.01925641	0.02371372	0.02397728	0.01615549	0.01515593	0.01389114	0.01592003
GZMM	0.01811188	0.01659577	0.01412932	0.01541767	0.00063201	0.00047418	0.00060844	0.00047418	0.01057298	0.01396784	0.01159862	0.010698	0.00457558	0.00436296	0.0041509	0.00453746
HIP2	0.36757574	0.36184711	0.35514199	0.37756375	0.46402148	0.45888816	0.46964392	0.4744232	0.31966441	0.32180874	0.34655209	0.34573286	0.36989607	0.3581929	0.37014609	0.3512004
FLI1	0.11693143	0.11501502	0.11905962	0.11724304	0.05738516	0.05833646	0.05489139	0.06333483	0.08896843	0.09710042	0.09885122	0.09507145	0.08249614	0.07680186	0.07061408	0.07110854
HCFC1	0.45583547	0.4669988	0.45566388	0.45347508	0.21478034	0.21643311	0.2188037	0.21165101	0.35115194	0.34815252	0.33982143	0.33004415	0.25541874	0.26207759	0.25757555	0.26276939
ICAM3	0.26453138	0.2870604	0.29941653	0.30009762	0.00278533	0.0035358	0.00462615	0.00323962	0.20560519	0.20878557	0.22342296	0.21603743	0.07420075	0.08022768	0.08121007	0.08761772
JAK1	0.95181892	0.94480723	0.93192919	0.93999672	1.35646184	1.36496545	1.36428268	1.387473	0.84394734	0.86049942	0.90757199	0.85298981	1.1685867	1.12930925	1.10609568	1.17264151
LRP1	0.27667372	0.26910231	0.27548746	0.27524323	0.57170553	0.58336881	0.63098599	0.53433605	0.32265529	0.33819836	0.33787357	0.32342596	0.47751491	0.47902294	0.50283298	0.47253532
JAK2	0.26690691	0.25943165	0.25957711	0.2675074	0.35865307	0.33129728	0.34388813	0.34406429	0.28276465	0.27575323	0.26775009	0.27934784	0.29691689	0.32174941	0.30635789	0.30974549
LTA	0.00183851	0.00201089	0.00171847	0.00171758	0.00481335	0.00351005	0.00498553	0.00396899	0.00228601	0.00268774	0.002915	0.00224041	0.00417258	0.00376718	0.00355586	0.00349132
HS3ST1	0.01417112	0.01335159	0.01316794	0.01341282	0.21599203	0.21894702	0.22394699	0.2139616	0.04866056	0.04870825	0.05061708	0.05338301	0.13289776	0.13988913	0.14054056	0.14931176
GAS1	0.46192082	0.44422855	0.44842471	0.46419327	0.19833981	0.1951736	0.18414455	0.19597357	0.36158018	0.36045	0.36240841	0.36818892	0.24626041	0.24697381	0.24591244	0.25875427
KCNA6	0.02618245	0.02864063	0.0237177	0.0248048	0.16132616	0.16747767	0.16874063	0.15695522	0.04756687	0.05516685	0.04608315	0.04984107	0.11578448	0.13010485	0.12017992	0.1246569
GPR65	0.00617298	0.00363656	0.0046617	0.00448962	0.02044819	0.020892	0.02233656	0.02039254	0.00631525	0.00718502	0.00838243	0.00747292	0.01629312	0.01795268	0.01602818	0.01306602
HOXB7	0.13562178	0.1478559	0.14092448	0.14786602	0.0013568	0.00085814	0.0012327	0.00122803	0.10123745	0.10453156	0.10508189	0.10372729	0.03960602	0.03841178	0.0387029	0.03907347
KCNQ2	0.00049723	0.00049723	0.00049723	0.00049723	0.00047418	0.00047418	0.00047418	0.00047418	0.0003645	0.0003645	0.0003645	0.0003645	0.00040299	0.00040299	0.00040299	0.00040299
GPR8	0.03326454	0.03030207	0.03513563	0.03122295	0.04182736	0.03920254	0.0466954	0.04638852	0.03038397	0.03073411	0.03078667	0.02838129	0.03317612	0.03307847	0.03660799	0.03353411
GPR22	0.05470103	0.05033791	0.04897595	0.05324443	0.2904292	0.28186531	0.27859534	0.28354577	0.10983278	0.10268238	0.10157185	0.09708945	0.21854195	0.2197551	0.22050307	0.20402071
HIST1H1D	4.47156814	4.57035399	4.83671058	4.97086334	0.70124401	0.73421429	0.71882376	0.70042869	3.41718887	3.50806529	3.5041958	3.60496831	1.56633674	1.65921755	1.68754163	1.69045381
HSPA6	0.05448539	0.05616337	0.05221264	0.05475352	0.09820495	0.08815858	0.09254423	0.08915329	0.06308608	0.06067684	0.0543861	0.06506623	0.07543297	0.07818776	0.074789	0.08545326
JUN	0.79994744	0.80258086	0.79878241	0.83740913	0.63913162	0.64400377	0.63579716	0.65690257	0.70390344	0.71268787	0.74140856	0.73637528	0.76458495	0.74128549	0.74704063	0.73794024
KNG1	0.03537066	0.03620091	0.0280847	0.03318089	0.00488307	0.00587452	0.00643193	0.00632122	0.02412957	0.02620175	0.02235254	0.02755732	0.01259538	0.01468281	0.01235476	0.01345788
JUNB	1.36685373	1.39022974	1.38465636	1.38291908	0.69206267	0.65449931	0.68920613	0.66934755	1.11451095	1.14779409	1.15373389	1.19636099	0.7781431	0.78984917	0.85990308	0.86375326
ITIH4	0.03794861	0.03658816	0.03811997	0.04324294	0.06994937	0.06940521	0.07043647	0.06795394	0.04270111	0.03773787	0.03754097	0.03954551	0.0512437	0.05417064	0.05585515	0.05284066
HRG	0.00144126	0.00128395	0.00112912	0.0010051	0.00070734	0.00061407	0.00078868	0.00071456	0.00068487	0.00081468	0.00057606	0.00063723	0.00071312	0.00075445	0.0007527	0.00077948
IGFBP1	1.85303419	1.86941115	1.86869645	1.85828853	0.00200091	0.00185305	0.00164102	0.00188939	1.23709304	1.29975562	1.26311238	1.33269512	0.5087687	0.46335501	0.48922207	0.47645107
KCNC1	0.00433354	0.00502901	0.00373212	0.00454164	0.85226729	0.8480946	0.84480181	0.86317276	0.15842776	0.17314597	0.16273942	0.16625949	0.64991474	0.64060718	0.63759959	0.63652379
HIST1H3A	0.07057455	0.07168399	0.06284172	0.06767912	0.01725967	0.01928182	0.01741047	0.01750062	0.05445224	0.05405968	0.04475356	0.04911425	0.02969465	0.02991842	0.02599002	0.03049075
FSCN1	2.3312514	2.3637065	2.24300787	2.17615849	1.15023323	1.14532169	1.1593185	1.09572554	1.89193363	1.83505789	1.86069889	1.82677237	1.43076414	1.46019112	1.44841537	1.4692892
HIST3H3	0.01418964	0.01501507	0.01744486	0.01635401	0.00946089	0.00987624	0.01027028	0.00947191	0.01531928	0.01406881	0.01520127	0.01540136	0.01139715	0.011081	0.01085201	0.0114229
HDAC1	0.98049442	0.95154945	0.91897884	0.97394053	0.09813415	0.09062985	0.09926954	0.09700146	0.74953105	0.72113781	0.71893809	0.73746421	0.33163332	0.32799588	0.34479158	0.33312239
GABRA4	0.0015129	0.00139256	0.00140584	0.00185087	0.29699834	0.28772707	0.30615254	0.30836678	0.0605113	0.05973299	0.06295945	0.06271229	0.2015886	0.20409621	0.2119139	0.21745957
GGH	0.46745391	0.48331774	0.48572864	0.46772457	0.11794786	0.1194653	0.12800092	0.12558463	0.32692545	0.32886156	0.33833654	0.35586277	0.2030595	0.209577	0.20367492	0.21313225
G6PC	0.09609768	0.10787859	0.10785967	0.10881443	0.00047418	0.00047418	0.00047418	0.00047418	0.07616459	0.0805179	0.08106781	0.08014653	0.02877895	0.02906735	0.03072625	0.03309551
GLI3	0.44700909	0.45964339	0.45952353	0.45742131	0.22767436	0.23565105	0.23402335	0.22513883	0.35726436	0.35352905	0.34097	0.36558927	0.26127283	0.27629028	0.26740649	0.29323177
KALRN	0.00614682	0.00528343	0.00520925	0.00489088	0.32607339	0.33469996	0.32594794	0.34177692	0.06940265	0.07314191	0.07325998	0.06774014	0.2727122	0.25262115	0.24187514	0.26355548
HBZ	3.00086112	3.10022822	3.06817325	3.05579599	0.00166011	0.00175859	0.0013347	0.00157672	2.57038587	2.60143474	2.72805507	2.57874024	0.96309377	0.99598465	0.95186974	0.97873843
UBC	8.22898573	8.01164581	7.9455981	8.09706344	10.7011356	10.84603524	10.77463198	10.66383145	7.96365574	7.91965013	8.62631338	8.23806921	8.62469608	8.25039029	8.78830353	8.58013549
18S	47304.31275	48630.63569	49416.30261	47740.98526	49320.94083	49969.5221	49684.26492	51306.88972	48667.84354	49258.40967	47074.09178	52474.66315	48664.95161	49850.74829	50353.8982	50272.97865
HPRT1	1.42917409	1.3894673	1.39076205	1.37778226	1.20908261	1.19922864	1.12295055	1.13111725	1.2061874	1.20592668	1.21942222	1.25167669	1.08402146	1.11447755	1.05037982	1.06866768
